@relation SEA
@attribute x real
@attribute y real
@attribute z real
@attribute class {n,p}

@data
5.163,6.440,9.748,n
6.027,5.859,1.334,n
4.792,9.385,5.692,n
5.224,5.767,0.459,n
0.005,9.682,1.680,n
2.308,0.136,5.666,p
3.339,5.763,7.888,n
7.547,0.614,2.875,p
8.465,8.879,3.322,n
9.840,9.082,6.037,n
5.628,2.817,9.667,p
7.632,5.538,1.165,n
3.203,9.191,9.847,n
4.328,0.875,3.601,p
9.709,5.997,7.839,n
0.721,3.417,3.731,p
2.023,6.062,9.243,p
5.133,2.435,4.964,p
1.280,0.659,2.282,p
4.089,8.283,5.183,n
8.667,6.745,4.714,p
9.704,3.218,3.930,n
9.101,8.841,0.295,n
7.274,3.396,0.691,n
4.815,8.566,9.858,n
4.814,9.221,1.625,n
0.933,4.627,4.044,p
7.580,0.288,0.222,p
9.366,8.901,4.317,n
5.570,8.060,4.696,n
3.192,8.507,0.139,n
2.341,4.152,4.931,p
1.077,0.531,9.705,p
8.481,0.072,8.377,p
5.939,1.583,1.285,p
8.432,8.676,2.127,n
2.409,7.319,0.910,n
6.736,9.503,3.602,n
3.837,8.768,5.731,p
6.469,8.987,4.484,n
5.110,4.472,5.481,p
2.415,4.540,0.351,p
6.967,7.984,8.674,n
2.349,5.123,1.975,p
9.985,7.111,7.022,n
6.618,3.394,5.228,n
2.738,6.020,8.631,p
0.680,7.902,0.000,p
1.831,0.380,8.627,p
1.069,3.669,3.183,p
0.567,7.035,3.810,p
1.844,5.628,3.660,p
1.891,7.825,0.837,n
9.205,5.716,3.775,n
0.685,1.631,8.537,p
8.018,3.807,8.384,n
2.126,2.109,8.785,p
0.079,5.910,8.725,p
4.092,1.663,6.092,n
8.087,1.599,7.906,n
7.586,2.701,6.486,n
3.834,9.421,7.965,n
1.956,1.214,0.883,p
8.529,0.591,6.547,n
7.389,8.323,0.145,n
7.028,1.601,0.901,p
9.614,9.208,3.877,p
7.038,5.444,8.548,n
1.554,4.860,3.756,n
9.951,4.169,8.730,n
2.118,7.618,3.605,n
1.976,9.725,7.633,n
8.217,4.689,8.669,n
5.087,4.669,5.468,n
7.278,1.260,5.875,n
0.653,8.138,5.201,p
7.901,6.127,5.297,n
8.396,7.161,8.879,n
2.729,4.541,0.649,p
5.548,9.627,9.549,n
9.694,7.426,2.328,n
1.768,2.991,9.847,p
8.323,3.691,0.943,n
1.268,7.671,6.203,p
1.995,0.602,9.177,p
4.344,6.326,5.367,p
6.420,7.075,5.033,n
9.813,3.258,3.003,n
7.516,7.442,3.332,n
3.557,1.080,6.361,p
6.600,1.449,3.651,p
0.489,1.485,1.195,p
0.684,1.789,3.285,p
9.429,6.660,0.853,n
8.847,8.621,6.943,n
9.577,3.056,5.125,n
5.413,7.055,2.884,n
7.257,7.648,2.238,n
3.781,4.376,5.159,n
8.213,5.599,6.714,n
2.409,3.031,9.573,p
3.986,4.567,6.752,n
5.418,0.359,6.441,p
1.853,1.612,4.005,p
4.474,8.972,6.851,n
2.600,0.204,4.047,p
5.375,8.076,6.695,n
3.299,1.530,8.158,p
0.125,0.767,0.996,p
4.446,7.154,1.786,n
6.484,6.275,8.950,n
3.697,9.181,7.655,n
7.009,0.484,9.529,p
0.413,6.278,2.239,p
9.064,9.517,9.668,n
6.951,0.923,3.745,p
6.626,0.041,2.208,p
8.274,9.787,1.323,n
4.576,5.600,2.766,n
8.886,0.098,5.422,n
9.025,6.520,4.166,n
8.609,0.249,1.871,p
1.958,6.679,6.229,p
3.448,4.114,4.574,p
1.382,8.352,1.214,n
6.717,5.515,8.986,n
0.098,8.230,8.392,p
9.388,9.735,6.682,n
0.397,2.454,5.419,p
6.526,8.684,6.658,n
2.027,4.642,6.522,p
6.971,8.955,6.215,n
2.072,6.993,6.637,p
3.387,2.893,3.419,p
0.944,3.040,8.537,p
0.497,3.148,6.782,p
2.885,3.308,6.797,p
5.399,3.168,5.725,p
2.081,2.091,6.116,p
3.663,8.748,2.299,n
3.036,4.285,5.392,p
3.402,7.787,3.829,n
9.176,9.633,8.432,n
1.863,1.913,3.377,p
7.915,0.881,0.070,p
1.911,9.210,5.216,n
9.233,6.923,9.898,n
5.854,4.794,7.089,n
8.395,8.062,9.131,n
1.160,3.908,6.372,p
1.834,0.881,1.254,p
7.916,6.287,8.777,n
4.832,0.222,5.132,p
3.783,8.596,8.625,p
2.880,2.900,3.078,p
3.447,1.667,9.845,p
3.782,1.872,2.450,p
2.872,3.881,0.432,p
5.743,2.137,4.943,p
3.102,1.318,7.487,p
0.642,8.954,2.068,n
1.053,3.944,0.454,p
3.913,7.969,3.264,n
3.967,4.247,5.947,n
3.681,1.809,8.953,p
1.108,7.510,3.792,p
1.188,7.131,3.964,p
5.626,3.731,2.397,n
3.884,7.918,9.217,n
3.711,8.864,3.831,n
8.350,2.993,3.582,n
1.184,3.920,2.462,p
4.361,0.377,6.651,p
6.753,9.574,5.839,n
3.571,3.872,5.977,p
2.543,1.059,9.909,n
2.802,2.275,1.485,p
2.080,3.929,4.897,p
1.960,8.216,1.518,n
8.536,4.629,0.785,n
4.963,8.327,6.964,n
8.371,9.023,4.721,n
0.547,5.485,3.537,p
4.075,9.292,7.738,p
1.852,2.425,5.041,p
0.787,2.412,1.560,p
6.547,3.144,5.053,n
0.844,6.978,7.495,n
7.246,4.830,9.515,p
5.206,9.245,0.622,n
2.416,3.112,6.825,p
7.029,0.336,6.233,p
2.274,5.354,9.231,p
3.159,2.150,6.595,p
7.004,1.352,8.810,p
0.708,8.061,2.118,p
4.527,4.713,7.110,n
8.880,7.629,5.778,n
9.442,9.211,2.757,n
1.098,0.522,6.096,p
6.611,0.674,6.222,p
9.314,9.208,9.705,n
6.294,9.129,0.808,n
2.461,0.178,7.935,n
0.966,7.084,7.502,n
8.435,5.963,1.925,n
6.922,7.981,2.756,n
0.732,6.982,0.933,p
0.044,1.688,3.445,p
2.218,6.668,0.585,p
6.833,9.129,4.314,n
0.852,0.351,2.888,p
8.265,4.850,8.630,n
7.964,0.345,1.097,p
6.353,0.556,7.611,p
0.017,4.628,7.549,p
5.942,5.121,2.867,n
4.873,3.637,9.105,p
2.118,4.564,5.442,p
1.015,0.928,7.147,p
9.265,6.710,1.127,p
1.132,0.565,3.595,p
5.228,9.248,6.084,n
6.000,9.548,0.346,n
8.813,2.544,6.417,n
4.975,3.996,0.818,p
4.166,2.614,1.111,p
3.349,2.315,5.276,p
6.654,2.589,8.079,n
8.995,3.976,0.405,n
3.182,2.748,7.035,p
4.731,7.707,4.607,n
8.232,7.424,2.824,n
4.719,7.018,3.312,n
6.261,8.961,3.294,n
6.079,9.312,3.883,n
8.807,0.375,0.180,n
3.446,0.455,6.557,n
1.948,9.754,7.430,n
5.378,3.947,2.166,n
9.896,8.413,6.132,p
7.113,3.350,4.075,p
6.215,3.597,3.797,n
2.829,7.709,6.406,p
5.630,0.153,6.572,p
6.511,2.932,4.051,n
9.416,6.021,4.708,n
8.171,2.063,4.298,n
2.468,2.502,6.818,p
1.784,1.876,8.538,p
4.994,6.776,5.159,n
3.432,2.858,3.920,n
4.292,8.604,1.954,n
5.039,6.632,6.988,n
1.484,0.138,9.341,p
7.080,8.318,0.668,n
9.520,2.473,6.556,n
4.502,7.750,5.531,n
0.634,0.902,4.088,p
0.753,6.722,1.969,p
1.549,1.959,0.311,p
0.207,7.530,6.989,p
2.415,3.476,2.436,p
2.192,9.850,7.056,n
6.466,2.927,1.599,n
1.851,6.691,9.633,p
8.749,8.519,3.040,n
5.839,2.167,6.048,p
1.061,3.204,3.104,p
1.920,5.314,2.165,p
1.920,5.907,2.441,p
2.946,2.418,1.776,p
4.816,6.624,0.298,n
1.931,3.372,5.895,p
2.597,0.582,4.277,p
8.485,4.108,1.090,n
1.859,4.190,9.337,p
5.773,0.215,0.638,p
2.195,1.740,8.355,p
5.859,4.778,1.364,n
3.607,2.391,6.302,p
5.663,8.850,3.861,n
2.612,9.259,0.464,p
3.342,5.166,5.773,p
3.638,2.070,0.486,p
5.605,0.621,3.179,p
7.319,2.633,5.707,p
6.199,8.358,5.002,n
2.547,8.570,1.743,n
2.260,2.744,6.603,p
6.922,1.789,1.161,p
0.191,1.737,0.913,n
4.264,9.700,7.566,n
9.362,8.546,4.859,n
0.476,4.807,5.890,p
5.947,2.855,9.072,p
7.860,3.954,2.865,n
8.913,5.107,5.667,n
5.512,4.062,3.763,n
1.237,5.029,6.442,n
5.581,2.790,6.676,p
5.863,7.919,1.044,n
3.239,4.212,8.245,p
9.614,5.511,8.809,n
9.457,3.750,6.959,n
6.680,1.978,7.718,p
6.592,0.387,1.039,n
7.517,3.238,8.874,p
1.057,9.919,1.303,n
9.051,5.634,2.278,n
6.920,9.525,2.100,p
6.743,5.713,3.588,n
8.936,3.510,8.765,n
5.184,2.644,5.009,p
6.953,7.124,8.946,n
6.080,1.029,0.607,p
0.056,7.996,1.392,p
2.884,4.867,1.251,p
4.296,7.181,0.106,n
4.353,0.012,0.832,p
3.177,3.438,7.669,p
9.402,2.652,2.375,n
7.464,8.254,9.103,n
4.089,2.240,7.613,p
6.275,4.328,2.535,n
1.849,3.694,1.105,p
4.026,9.654,8.863,n
1.841,1.637,7.852,p
2.314,0.493,8.370,p
3.740,1.350,5.936,p
3.107,4.815,2.120,p
1.623,9.551,4.960,n
5.221,4.413,7.864,n
3.990,2.313,2.163,p
3.498,0.514,3.740,p
4.474,1.343,2.044,p
4.613,2.113,3.714,p
5.464,1.193,5.277,p
9.266,2.612,7.609,n
5.067,1.909,7.118,p
7.819,6.193,4.846,n
0.588,5.092,1.859,n
5.398,7.025,1.501,n
2.889,3.134,8.988,p
1.485,0.203,2.304,p
1.424,5.413,4.072,p
5.770,3.568,9.098,p
2.778,0.722,2.870,p
0.569,6.633,3.168,p
6.940,1.905,2.909,p
8.284,4.827,1.126,p
9.625,5.145,8.802,n
7.590,5.256,3.906,n
2.762,8.366,1.689,n
9.396,4.961,2.333,n
5.378,2.396,5.386,p
2.412,2.264,4.845,p
5.548,0.247,8.075,p
6.637,5.115,7.300,n
5.559,3.236,2.222,p
5.381,2.471,1.168,p
7.645,0.679,6.494,p
2.376,2.303,0.031,p
5.368,8.648,7.244,n
0.148,9.247,9.833,n
5.180,2.655,9.969,p
1.798,9.976,0.930,n
6.871,8.061,0.861,p
7.309,1.007,7.548,p
2.667,4.623,7.291,p
4.523,1.649,8.546,p
2.035,4.528,2.311,p
4.310,2.236,6.329,p
4.602,2.750,9.440,p
6.589,3.984,7.728,n
5.311,3.632,5.874,n
6.551,2.061,8.398,p
3.517,4.059,4.514,p
2.245,5.168,9.029,n
4.945,9.374,9.858,n
7.583,9.653,5.325,n
3.149,1.297,1.397,n
5.240,5.265,2.889,n
3.308,9.592,0.065,n
9.857,1.498,6.001,n
1.505,9.668,0.643,n
2.648,2.110,2.016,p
8.117,6.990,9.139,n
2.080,2.078,5.032,p
7.753,4.891,8.564,n
5.314,0.059,2.879,n
0.017,9.523,6.300,n
6.328,4.557,5.025,n
6.293,7.067,5.842,n
5.718,0.962,0.498,p
5.062,1.980,1.809,p
7.062,1.442,0.984,p
0.652,6.487,9.365,p
5.346,1.399,4.403,p
6.637,7.642,3.235,n
3.997,3.795,3.342,p
9.924,8.390,0.953,n
4.749,6.804,3.830,n
9.284,5.957,4.574,n
2.737,4.936,8.581,p
4.264,3.863,9.796,p
6.448,4.014,3.936,n
9.708,5.509,8.825,p
2.392,0.595,6.909,p
0.481,4.089,2.744,p
6.319,1.287,3.487,n
3.076,3.616,9.324,p
7.100,5.128,0.624,n
8.070,5.761,6.956,n
8.113,4.827,4.893,n
6.917,2.756,2.821,n
2.626,1.734,0.473,p
9.297,1.930,8.865,n
9.917,2.698,8.154,n
4.184,3.256,5.830,p
2.571,7.137,1.897,n
9.720,5.701,2.893,n
1.956,8.361,4.530,n
2.547,3.633,0.580,p
3.322,4.188,5.072,p
1.267,1.630,9.012,p
8.631,7.998,3.450,n
1.426,0.764,0.850,n
6.405,9.849,8.725,n
7.385,2.754,2.291,n
8.216,2.846,0.609,n
1.872,7.495,1.367,p
2.025,0.276,0.492,p
6.832,6.145,2.880,n
4.796,5.815,9.783,n
7.272,0.246,5.521,p
2.004,2.546,0.838,p
8.684,1.369,3.627,n
6.234,8.667,7.068,n
3.813,5.930,5.317,n
3.291,7.125,7.607,p
0.067,7.465,6.846,p
6.075,3.993,8.243,n
7.235,1.438,1.784,p
2.564,7.319,0.753,p
3.299,1.714,6.987,n
9.898,2.285,6.609,n
3.202,1.001,5.580,p
0.655,9.587,2.837,n
0.072,9.583,2.142,n
7.805,7.898,4.611,n
6.508,2.448,8.129,p
3.369,8.906,7.185,n
4.758,0.985,5.168,p
7.734,1.174,7.837,p
3.066,9.578,8.132,n
4.598,4.799,7.647,n
5.937,8.357,7.694,n
7.541,2.536,4.312,p
0.290,8.850,3.089,n
2.687,0.447,8.417,p
8.739,0.012,8.403,p
4.522,6.123,0.891,p
6.996,2.648,7.212,n
5.974,9.038,6.727,n
3.790,9.591,3.607,n
0.536,7.547,8.190,p
5.960,2.229,5.943,p
1.959,6.092,4.258,p
1.400,4.134,0.426,n
9.856,1.992,7.441,n
8.879,4.058,8.714,n
1.012,6.053,8.497,p
9.203,8.712,1.011,n
4.000,4.348,7.116,p
1.974,4.104,5.440,n
0.419,7.585,1.390,p
0.701,3.067,3.082,p
0.101,2.307,4.374,p
1.279,2.007,9.131,p
7.038,7.529,0.541,n
9.871,0.835,1.765,n
1.846,5.316,6.313,p
0.944,4.612,3.192,p
0.267,2.075,0.989,p
9.757,6.912,1.877,n
9.468,6.078,0.464,n
4.895,5.701,9.095,n
4.422,1.674,7.684,p
6.399,2.738,2.548,n
4.487,6.605,9.245,n
5.526,0.674,6.622,p
2.141,2.321,2.043,p
9.987,2.300,4.631,p
4.402,2.898,0.343,p
4.298,3.279,8.760,p
6.468,1.048,2.138,p
0.144,0.173,0.697,p
7.731,0.014,5.194,p
0.118,2.948,5.027,p
6.527,0.880,3.577,p
3.079,2.934,2.073,p
9.446,6.651,1.364,n
2.635,4.853,2.749,p
1.339,8.846,8.576,n
1.992,3.544,1.726,p
3.776,7.339,6.039,n
3.928,2.844,3.616,p
8.992,8.377,4.699,n
2.647,2.524,2.476,p
4.094,0.242,6.538,p
9.635,8.011,3.005,n
6.188,7.384,6.539,n
0.109,5.137,6.365,p
3.829,7.313,9.398,n
8.942,6.665,2.086,n
6.294,0.778,0.697,p
6.055,3.785,5.776,n
1.277,6.856,1.861,p
7.991,1.244,6.751,n
4.785,3.236,7.209,p
1.649,9.335,7.500,n
6.878,6.098,1.943,n
0.484,4.136,0.808,p
4.026,0.153,5.537,p
6.903,5.791,5.283,n
6.971,6.523,1.081,n
2.517,7.095,4.177,n
4.371,7.226,5.701,n
0.206,9.284,0.051,n
3.208,3.051,2.776,p
2.782,5.479,5.706,p
8.163,6.854,6.908,n
1.874,8.701,8.631,n
6.168,8.297,0.517,n
3.420,0.030,6.277,p
8.855,4.587,7.842,n
6.209,1.788,6.315,p
2.225,0.434,2.308,p
2.334,3.535,2.516,p
2.143,3.020,2.315,p
1.838,9.742,5.973,n
1.981,3.120,5.186,n
5.906,5.359,6.261,n
3.327,4.617,4.265,p
3.904,1.562,0.065,p
1.853,2.583,3.848,p
2.834,1.945,9.647,p
3.353,6.738,0.163,n
5.427,2.620,5.874,p
5.140,6.785,9.512,n
0.269,0.674,0.139,p
7.333,8.677,2.336,n
6.010,0.657,4.205,n
9.153,0.466,4.398,n
4.910,3.646,5.688,p
1.549,7.681,3.812,n
5.144,6.563,8.134,n
5.678,2.325,8.967,p
7.531,3.734,9.372,n
6.277,9.064,4.933,n
3.169,5.332,1.133,p
0.682,3.966,9.867,p
4.765,9.282,6.011,n
5.713,6.096,7.234,p
4.522,5.012,8.101,n
2.890,4.362,1.755,p
3.342,6.266,1.461,n
9.920,0.775,9.103,n
1.900,1.190,6.092,p
9.241,4.432,2.257,n
4.612,3.079,3.872,p
1.074,3.681,0.071,n
4.073,9.601,6.292,n
8.644,8.765,2.848,n
1.449,7.053,6.573,p
5.927,5.755,0.967,n
1.051,4.977,7.270,p
1.083,4.736,0.950,p
4.436,2.970,1.607,p
4.443,8.917,3.598,n
8.490,8.287,7.577,n
0.997,9.163,1.152,n
0.917,4.397,1.813,p
6.280,8.286,2.178,n
2.536,1.333,4.611,p
4.080,7.228,0.501,n
3.414,4.514,7.396,p
5.199,4.303,6.703,p
2.382,9.186,8.277,n
2.190,6.084,0.483,p
1.153,1.385,8.265,p
6.310,1.853,6.635,p
0.526,0.112,8.249,p
9.573,9.127,4.811,n
8.763,7.130,8.995,n
0.915,3.217,1.826,p
5.422,8.072,9.545,n
1.279,8.401,4.164,n
3.482,9.358,1.920,n
6.395,1.937,6.521,p
8.417,5.358,5.825,n
2.874,8.621,4.670,n
3.986,1.750,5.909,p
6.295,9.089,9.047,n
0.104,0.907,1.273,p
1.458,1.363,9.170,p
1.149,2.438,6.484,p
0.030,9.042,2.046,n
4.374,0.682,9.296,p
1.219,4.502,4.029,p
0.745,4.310,7.497,p
0.541,9.933,3.539,n
5.079,2.576,3.641,n
7.922,2.718,1.595,n
6.559,2.148,9.128,p
8.808,2.014,5.554,p
2.506,1.205,5.239,p
1.584,7.880,6.553,n
6.737,0.594,9.376,p
2.087,9.138,0.941,n
0.791,3.967,4.398,p
3.038,4.705,1.750,p
1.274,4.590,8.831,p
0.875,7.712,8.667,p
4.988,3.057,5.955,p
8.237,6.497,6.272,n
4.491,9.109,2.655,n
0.013,7.482,2.917,p
0.057,1.317,1.379,p
0.918,6.356,9.230,p
2.825,4.817,2.469,p
8.248,5.823,1.960,n
5.748,2.273,2.125,p
4.501,4.528,9.033,n
4.501,2.560,4.741,p
5.550,3.314,6.030,p
7.504,0.565,7.167,p
5.326,3.965,3.872,n
3.619,5.230,7.496,p
6.787,2.657,0.250,n
1.156,4.730,0.970,p
7.339,6.235,4.972,n
4.610,8.791,7.291,n
6.481,7.307,0.186,n
2.554,6.784,8.641,n
9.916,5.169,9.381,n
0.717,8.074,6.022,p
4.178,2.526,5.419,p
6.723,5.978,4.242,n
1.897,7.002,6.869,n
5.494,0.787,8.450,p
3.615,7.562,3.741,n
8.939,4.862,7.387,p
1.070,7.495,3.703,p
7.262,4.070,0.307,n
2.890,9.001,2.723,n
8.918,5.756,6.991,n
7.499,8.492,9.876,n
2.982,1.222,5.572,p
7.770,8.811,5.591,n
0.805,4.356,7.488,p
5.239,5.394,4.505,n
7.482,7.112,7.154,n
2.139,3.184,8.454,p
9.994,1.612,9.921,n
1.132,1.354,1.770,p
0.587,6.386,9.859,p
1.606,2.171,2.018,p
2.876,0.857,7.973,p
3.177,7.996,0.020,p
0.584,0.308,1.057,n
1.929,6.207,1.831,p
9.110,1.333,7.732,n
7.805,0.043,9.499,p
6.661,4.381,5.374,n
0.547,7.032,3.239,p
9.436,7.903,5.997,n
7.632,3.733,2.152,n
1.816,0.219,9.385,p
0.806,0.932,9.835,p
0.548,8.645,9.327,n
4.158,5.402,9.501,n
6.685,3.375,2.182,n
1.289,1.561,6.872,p
3.705,1.664,2.351,p
1.336,2.814,7.741,p
6.257,8.058,5.089,n
4.659,6.886,8.719,n
3.634,4.875,1.397,p
2.098,5.120,0.651,p
6.452,0.089,6.562,p
5.202,7.490,5.487,n
2.415,5.583,1.561,p
4.851,9.922,8.193,p
3.725,3.217,8.343,p
5.316,0.752,5.084,p
8.953,5.700,5.476,n
3.416,1.553,7.507,p
7.424,1.828,2.023,n
8.150,9.530,1.306,n
7.667,1.108,7.519,p
9.351,7.992,5.617,n
6.527,2.820,0.850,n
1.331,8.729,9.435,n
0.114,1.222,3.646,p
6.554,9.295,9.336,n
6.090,9.677,4.169,n
1.654,0.504,0.570,p
7.847,5.548,3.171,n
2.633,6.172,3.859,p
8.936,0.183,2.577,n
0.098,9.610,8.567,n
3.691,7.392,8.361,n
2.360,3.453,8.370,p
2.543,0.429,2.822,p
5.070,2.756,9.139,p
4.101,0.436,8.511,p
3.767,8.877,9.568,n
5.117,1.371,6.690,p
0.272,4.327,5.401,p
4.757,5.275,9.712,n
3.195,0.278,9.996,p
5.473,1.895,3.320,p
6.790,9.052,1.820,n
2.606,6.762,8.987,n
8.140,1.657,6.475,n
3.074,7.521,4.289,n
0.562,0.387,7.019,p
8.990,0.081,6.598,n
2.025,3.219,2.371,n
1.184,2.991,9.152,p
2.798,0.306,2.110,n
6.392,6.201,4.245,n
6.998,4.824,2.873,n
0.997,3.070,2.069,p
1.426,4.542,4.513,p
8.736,0.294,5.058,n
8.247,4.276,8.155,n
3.688,7.731,0.648,n
1.100,5.216,5.683,p
0.896,3.499,0.633,p
2.543,1.217,8.547,n
1.502,6.485,8.518,p
3.254,5.708,9.168,p
9.490,8.664,4.212,n
8.806,3.230,9.531,p
4.175,8.340,2.883,n
6.881,1.450,3.810,n
4.523,4.317,0.931,p
2.695,3.501,6.644,p
4.069,2.377,7.860,p
6.994,6.181,7.860,n
4.083,3.204,9.922,p
8.671,5.079,0.990,n
6.220,5.415,9.770,p
5.559,2.118,3.342,p
6.592,5.963,5.988,n
1.514,7.011,7.879,p
7.443,1.185,6.284,p
8.423,3.011,1.243,n
8.692,8.833,1.885,n
4.572,0.376,3.782,p
9.937,3.459,9.549,n
2.900,4.874,7.790,p
5.228,5.316,8.622,n
3.711,4.217,8.431,p
8.548,8.851,5.579,n
0.828,1.819,0.763,p
1.255,0.923,1.673,p
8.652,5.553,4.969,p
4.793,6.204,4.656,n
1.483,4.326,0.288,n
2.165,1.667,6.806,n
7.497,9.563,8.860,n
2.610,4.030,7.692,p
4.889,5.253,1.465,n
4.216,0.451,3.067,p
2.758,0.081,9.148,p
2.257,7.580,9.231,n
4.268,3.643,2.444,p
7.107,0.271,7.710,p
7.355,0.235,7.879,p
4.421,3.479,9.317,p
0.179,3.085,4.366,n
1.137,2.358,6.957,p
0.209,3.956,6.409,p
3.706,2.926,7.809,p
6.862,7.998,7.521,n
1.646,0.221,9.791,n
6.045,1.816,3.868,p
1.436,6.218,1.288,p
5.485,7.451,1.954,n
5.753,3.621,0.727,n
0.052,2.791,6.637,p
1.444,5.418,1.311,p
2.125,2.440,5.819,p
0.588,8.288,6.998,p
4.832,3.998,1.134,p
7.703,0.968,2.421,p
1.041,7.942,3.583,p
3.731,2.162,9.711,p
8.751,9.341,6.011,n
8.053,8.881,0.760,n
0.025,3.999,0.047,p
2.752,5.352,9.076,p
7.098,0.225,5.370,p
8.352,6.139,7.174,n
1.314,2.367,4.589,p
8.719,6.737,4.350,n
1.450,1.128,8.987,p
0.808,1.161,6.935,n
0.209,1.517,3.236,p
5.155,7.172,1.082,n
5.835,4.047,1.714,n
2.432,9.838,8.396,n
0.376,9.630,3.725,n
8.699,1.988,8.107,n
9.666,8.306,9.150,n
0.591,7.092,0.222,p
0.235,3.779,5.776,p
0.694,3.248,3.631,p
7.922,0.612,2.032,p
8.831,8.418,5.023,n
7.118,4.946,8.613,n
5.983,8.326,2.574,n
0.261,6.158,1.929,p
5.086,9.152,0.567,n
1.163,7.136,9.934,p
0.053,5.572,7.602,p
2.871,9.551,0.122,n
0.496,8.019,9.381,p
5.162,8.272,9.775,n
1.745,5.379,1.313,p
9.572,8.606,1.085,n
6.284,7.753,6.623,n
6.644,1.200,5.027,p
5.548,0.998,9.930,p
1.137,1.729,5.259,p
3.862,7.636,1.629,n
9.621,1.693,7.868,n
7.003,6.591,3.491,n
5.426,3.582,8.459,n
6.697,8.766,1.521,n
9.085,8.959,0.598,n
3.062,1.232,8.361,p
1.853,7.381,5.556,n
7.807,4.840,5.903,n
5.464,4.146,6.782,n
8.913,7.515,4.400,n
5.023,2.930,8.182,n
2.563,1.064,3.958,p
0.328,0.085,1.808,p
4.412,1.850,3.881,p
6.882,4.532,9.369,n
0.720,0.734,2.660,p
2.819,0.430,7.099,p
3.715,0.753,6.216,p
6.897,5.631,2.880,n
0.869,7.270,4.027,n
2.447,6.478,3.104,p
7.201,8.400,1.195,n
8.184,1.791,8.399,n
2.006,8.489,8.701,n
6.575,8.725,4.118,n
3.411,4.511,4.796,p
3.187,0.076,4.918,p
2.939,3.097,6.331,p
5.252,2.349,5.287,p
5.626,1.712,0.253,p
6.439,1.019,1.027,p
2.310,0.210,5.458,p
8.230,0.633,7.592,p
6.988,7.788,0.526,n
2.407,7.536,0.597,n
0.420,0.577,9.060,p
5.393,7.166,3.517,n
5.683,5.145,8.393,n
4.247,2.612,0.524,p
3.794,8.791,6.482,n
3.244,8.955,4.616,p
9.161,5.474,7.304,n
7.968,0.812,9.232,p
2.927,9.190,5.662,n
5.060,1.639,6.149,p
4.362,5.827,2.487,n
0.759,5.383,5.701,p
3.678,2.242,7.306,p
6.423,8.765,7.172,n
5.684,5.581,4.223,p
5.004,7.256,0.271,n
3.118,6.380,0.581,n
1.411,4.652,3.776,p
0.333,7.275,7.900,p
8.933,5.864,8.517,n
2.713,7.851,4.558,n
8.680,2.037,7.847,n
6.915,3.892,6.265,n
9.917,1.275,7.289,n
5.848,4.359,3.832,n
9.860,8.086,7.043,n
3.700,3.772,8.833,p
6.825,1.556,6.855,p
4.860,2.384,8.690,p
6.781,9.828,4.512,n
3.440,8.322,2.123,n
1.517,9.502,2.464,p
5.476,6.132,4.245,n
6.724,1.696,0.677,p
6.460,1.956,4.999,p
5.424,6.732,7.650,n
9.634,7.125,9.942,n
0.302,8.200,3.745,p
0.466,8.893,9.502,n
2.306,5.162,3.363,p
9.187,6.464,8.113,n
9.062,1.018,9.922,n
2.913,4.914,7.243,p
0.660,9.650,7.599,p
5.423,2.089,2.927,p
3.022,4.411,7.666,p
2.374,2.423,4.491,p
1.179,5.672,7.910,n
3.037,2.368,2.910,n
9.734,1.951,4.356,n
9.302,9.836,5.851,n
0.743,8.322,0.204,p
1.827,3.584,0.383,p
9.654,5.612,0.649,n
5.452,4.669,6.895,n
4.971,1.553,2.754,p
4.607,8.354,1.985,n
1.953,1.070,3.910,p
1.155,1.288,6.263,p
1.647,4.080,7.693,p
3.431,2.273,5.686,p
6.361,6.945,3.094,n
1.720,3.620,9.039,p
8.243,8.941,7.331,n
7.238,9.612,6.454,n
8.507,7.931,1.298,p
8.722,7.029,1.049,n
9.695,9.497,7.688,p
5.070,8.213,2.967,n
7.812,9.528,2.760,n
6.890,0.487,0.331,p
7.360,1.052,1.879,p
2.824,0.743,8.963,p
4.961,1.351,6.957,p
3.889,4.080,7.552,n
8.078,2.295,6.538,n
7.977,4.409,0.501,n
0.002,2.151,4.617,n
2.665,6.603,9.871,n
1.234,4.321,1.871,p
7.849,3.521,9.594,n
3.549,5.685,1.777,n
9.671,2.479,5.980,n
2.059,1.582,4.960,p
5.735,6.999,3.581,n
0.045,7.286,8.626,p
3.992,0.859,2.805,n
7.201,2.396,6.009,n
5.986,4.978,2.602,n
3.806,3.116,5.533,n
7.943,7.599,9.414,n
9.425,7.032,4.774,n
4.239,6.298,4.506,n
8.441,0.662,1.094,n
7.945,3.664,8.351,n
8.158,1.540,0.374,n
5.871,0.081,2.447,p
2.177,3.881,7.932,n
9.101,2.044,3.432,n
8.205,0.073,2.930,p
6.400,5.533,2.786,n
8.144,7.156,6.195,n
0.730,3.417,5.210,p
3.671,0.004,1.507,p
9.239,0.944,5.968,n
1.958,3.926,3.319,p
6.674,2.905,6.166,n
2.572,1.260,9.212,p
3.129,5.983,1.776,n
0.672,2.472,2.192,p
7.180,7.793,1.053,p
7.507,0.216,8.310,p
5.129,2.096,5.043,p
5.136,2.509,6.590,p
7.453,4.205,9.650,n
4.824,0.162,8.403,p
2.094,8.750,8.518,n
4.021,2.415,6.625,p
6.255,8.457,3.331,n
9.542,5.609,4.822,n
3.218,7.503,3.594,n
2.353,6.398,5.389,n
